method,explorer_batch,task_in_batch,run_id,trajectory_id,effective_loss_turns,recorded_turns,prompt_truncated,training_order
TCOD F2B,185,14,0,185/14/0,5,5,False,2959
TCOD F2B,185,15,0,185/15/0,9,9,False,2960
TCOD F2B,186,0,0,186/0/0,6,6,False,2961
TCOD F2B,186,1,0,186/1/0,8,8,False,2962
TCOD F2B,186,2,0,186/2/0,4,4,False,2963
TCOD F2B,186,3,0,186/3/0,16,30,True,2964
TCOD F2B,186,4,0,186/4/0,4,4,False,2965
TCOD F2B,186,5,0,186/5/0,9,9,False,2966
TCOD F2B,186,6,0,186/6/0,6,6,False,2967
TCOD F2B,186,7,0,186/7/0,6,6,False,2968
TCOD F2B,186,8,0,186/8/0,5,5,False,2969
TCOD F2B,186,9,0,186/9/0,14,30,True,2970
TCOD F2B,186,10,0,186/10/0,23,30,True,2971
TCOD F2B,186,11,0,186/11/0,7,7,False,2972
TCOD F2B,186,12,0,186/12/0,8,8,False,2973
TCOD F2B,186,13,0,186/13/0,6,6,False,2974
TCOD F2B,186,14,0,186/14/0,23,30,True,2975
TCOD F2B,186,15,0,186/15/0,8,8,False,2976
TCOD F2B,187,0,0,187/0/0,12,12,False,2977
TCOD F2B,187,1,0,187/1/0,24,30,True,2978
TCOD F2B,187,2,0,187/2/0,25,30,True,2979
TCOD F2B,187,3,0,187/3/0,4,4,False,2980
TCOD F2B,187,4,0,187/4/0,9,9,False,2981
TCOD F2B,187,5,0,187/5/0,16,30,True,2982
TCOD F2B,187,6,0,187/6/0,10,10,False,2983
TCOD F2B,187,7,0,187/7/0,6,6,False,2984
TCOD F2B,187,8,0,187/8/0,5,5,False,2985
TCOD F2B,187,9,0,187/9/0,15,30,True,2986
TCOD F2B,187,10,0,187/10/0,7,7,False,2987
TCOD F2B,187,11,0,187/11/0,7,7,False,2988
TCOD F2B,187,12,0,187/12/0,6,6,False,2989
TCOD F2B,187,13,0,187/13/0,20,30,True,2990
TCOD F2B,187,14,0,187/14/0,7,7,False,2991
TCOD F2B,187,15,0,187/15/0,7,7,False,2992
TCOD F2B,188,0,0,188/0/0,16,16,False,2993
TCOD F2B,188,1,0,188/1/0,8,8,False,2994
TCOD F2B,188,2,0,188/2/0,14,30,True,2995
TCOD F2B,188,3,0,188/3/0,6,6,False,2996
TCOD F2B,188,4,0,188/4/0,3,3,False,2997
TCOD F2B,188,5,0,188/5/0,16,30,True,2998
TCOD F2B,188,6,0,188/6/0,16,30,True,2999
TCOD F2B,188,7,0,188/7/0,12,12,False,3000
TCOD F2B,188,8,0,188/8/0,10,10,False,3001
TCOD F2B,188,9,0,188/9/0,8,8,False,3002
TCOD F2B,188,10,0,188/10/0,9,9,False,3003
TCOD F2B,188,11,0,188/11/0,6,6,False,3004
TCOD F2B,188,12,0,188/12/0,6,6,False,3005
TCOD F2B,188,13,0,188/13/0,9,9,False,3006
TCOD F2B,188,14,0,188/14/0,6,6,False,3007
TCOD F2B,188,15,0,188/15/0,20,30,True,3008
TCOD F2B,189,0,0,189/0/0,11,11,False,3009
TCOD F2B,189,1,0,189/1/0,6,6,False,3010
TCOD F2B,189,2,0,189/2/0,20,30,True,3011
TCOD F2B,189,3,0,189/3/0,16,30,True,3012
TCOD F2B,189,4,0,189/4/0,8,8,False,3013
TCOD F2B,189,5,0,189/5/0,7,7,False,3014
TCOD F2B,189,6,0,189/6/0,5,5,False,3015
TCOD F2B,189,7,0,189/7/0,7,7,False,3016
TCOD F2B,189,8,0,189/8/0,15,30,True,3017
TCOD F2B,189,9,0,189/9/0,21,30,True,3018
TCOD F2B,189,10,0,189/10/0,8,8,False,3019
TCOD F2B,189,11,0,189/11/0,21,30,True,3020
TCOD F2B,189,12,0,189/12/0,6,6,False,3021
TCOD F2B,189,13,0,189/13/0,6,6,False,3022
TCOD F2B,189,14,0,189/14/0,4,4,False,3023
TCOD F2B,189,15,0,189/15/0,27,30,True,3024
TCOD F2B,190,0,0,190/0/0,8,8,False,3025
TCOD F2B,190,1,0,190/1/0,6,6,False,3026
TCOD F2B,190,2,0,190/2/0,8,8,False,3027
TCOD F2B,190,3,0,190/3/0,10,10,False,3028
TCOD F2B,190,4,0,190/4/0,14,14,False,3029
TCOD F2B,190,5,0,190/5/0,9,9,False,3030
TCOD F2B,190,6,0,190/6/0,15,30,True,3031
TCOD F2B,190,7,0,190/7/0,4,4,False,3032
TCOD F2B,190,8,0,190/8/0,5,5,False,3033
TCOD F2B,190,9,0,190/9/0,9,9,False,3034
TCOD F2B,190,10,0,190/10/0,14,30,True,3035
TCOD F2B,190,11,0,190/11/0,5,5,False,3036
TCOD F2B,190,12,0,190/12/0,18,30,True,3037
TCOD F2B,190,13,0,190/13/0,10,10,False,3038
TCOD F2B,190,14,0,190/14/0,11,11,False,3039
TCOD F2B,190,15,0,190/15/0,7,7,False,3040
TCOD F2B,191,0,0,191/0/0,5,5,False,3041
TCOD F2B,191,1,0,191/1/0,6,6,False,3042
TCOD F2B,191,2,0,191/2/0,14,30,True,3043
TCOD F2B,191,3,0,191/3/0,8,8,False,3044
TCOD F2B,191,4,0,191/4/0,6,6,False,3045
TCOD F2B,191,5,0,191/5/0,11,11,False,3046
TCOD F2B,191,6,0,191/6/0,6,6,False,3047
TCOD F2B,191,7,0,191/7/0,9,9,False,3048
TCOD F2B,191,8,0,191/8/0,10,10,False,3049
TCOD F2B,191,9,0,191/9/0,9,9,False,3050
TCOD F2B,191,10,0,191/10/0,6,6,False,3051
TCOD F2B,191,11,0,191/11/0,7,7,False,3052
TCOD F2B,191,12,0,191/12/0,4,4,False,3053
TCOD F2B,191,13,0,191/13/0,7,7,False,3054
TCOD F2B,191,14,0,191/14/0,7,7,False,3055
TCOD F2B,191,15,0,191/15/0,14,30,True,3056
TCOD F2B,192,0,0,192/0/0,21,30,True,3057
TCOD F2B,192,1,0,192/1/0,3,3,False,3058
TCOD F2B,192,2,0,192/2/0,9,9,False,3059
TCOD F2B,192,3,0,192/3/0,8,8,False,3060
TCOD F2B,192,4,0,192/4/0,6,6,False,3061
TCOD F2B,192,5,0,192/5/0,18,30,True,3062
TCOD F2B,192,6,0,192/6/0,7,7,False,3063
TCOD F2B,192,7,0,192/7/0,24,30,True,3064
TCOD F2B,192,8,0,192/8/0,6,6,False,3065
TCOD F2B,192,9,0,192/9/0,20,30,True,3066
TCOD F2B,192,10,0,192/10/0,21,30,True,3067
TCOD F2B,192,11,0,192/11/0,8,8,False,3068
TCOD F2B,192,12,0,192/12/0,16,16,False,3069
TCOD F2B,192,13,0,192/13/0,10,10,False,3070
TCOD F2B,192,14,0,192/14/0,6,6,False,3071
TCOD F2B,192,15,0,192/15/0,8,8,False,3072
TCOD F2B,193,0,0,193/0/0,7,7,False,3073
TCOD F2B,193,1,0,193/1/0,22,30,True,3074
TCOD F2B,193,2,0,193/2/0,8,8,False,3075
TCOD F2B,193,3,0,193/3/0,12,30,True,3076
TCOD F2B,193,4,0,193/4/0,9,9,False,3077
TCOD F2B,193,5,0,193/5/0,8,8,False,3078
TCOD F2B,193,6,0,193/6/0,17,17,False,3079
TCOD F2B,193,7,0,193/7/0,10,10,False,3080
TCOD F2B,193,8,0,193/8/0,9,9,False,3081
TCOD F2B,193,9,0,193/9/0,16,30,True,3082
TCOD F2B,193,10,0,193/10/0,6,6,False,3083
TCOD F2B,193,11,0,193/11/0,5,5,False,3084
TCOD F2B,193,12,0,193/12/0,8,8,False,3085
TCOD F2B,193,13,0,193/13/0,8,8,False,3086
TCOD F2B,193,14,0,193/14/0,11,11,False,3087
TCOD F2B,193,15,0,193/15/0,3,3,False,3088
Adaptive v1,1,train:1:train/look_at_obj_in_light-CD-None-DeskLamp-305/trial_T20190909_132423_909909/game.tw-pddl:0,0,train:1:train/look_at_obj_in_light-CD-None-DeskLamp-305/trial_T20190909_132423_909909/game.tw-pddl:0,15,15,False,1
Adaptive v1,1,train:1:train/pick_and_place_simple-Book-None-Desk-310/trial_T20190909_121828_424706/game.tw-pddl:0,0,train:1:train/pick_and_place_simple-Book-None-Desk-310/trial_T20190909_121828_424706/game.tw-pddl:0,16,30,True,2
Adaptive v1,1,train:1:train/pick_and_place_simple-CD-None-Safe-317/trial_T20190906_180511_344768/game.tw-pddl:0,0,train:1:train/pick_and_place_simple-CD-None-Safe-317/trial_T20190906_180511_344768/game.tw-pddl:0,19,30,True,3
Adaptive v1,1,train:1:train/pick_and_place_simple-Candle-None-CounterTop-417/trial_T20190909_142343_223524/game.tw-pddl:0,0,train:1:train/pick_and_place_simple-Candle-None-CounterTop-417/trial_T20190909_142343_223524/game.tw-pddl:0,21,30,True,4
Adaptive v1,1,train:1:train/pick_and_place_simple-CreditCard-None-Shelf-307/trial_T20190908_141017_721379/game.tw-pddl:0,0,train:1:train/pick_and_place_simple-CreditCard-None-Shelf-307/trial_T20190908_141017_721379/game.tw-pddl:0,4,4,False,5
Adaptive v1,1,train:1:train/pick_and_place_simple-SoapBottle-None-Toilet-426/trial_T20190906_180946_873820/game.tw-pddl:0,0,train:1:train/pick_and_place_simple-SoapBottle-None-Toilet-426/trial_T20190906_180946_873820/game.tw-pddl:0,17,30,True,6
Adaptive v1,1,train:1:train/pick_and_place_simple-TissueBox-None-Toilet-402/trial_T20190908_060020_023543/game.tw-pddl:0,0,train:1:train/pick_and_place_simple-TissueBox-None-Toilet-402/trial_T20190908_060020_023543/game.tw-pddl:0,13,30,True,7
Adaptive v1,1,train:1:train/pick_clean_then_place_in_recep-Bowl-None-DiningTable-21/trial_T20190907_000031_668520/game.tw-pddl:0,0,train:1:train/pick_clean_then_place_in_recep-Bowl-None-DiningTable-21/trial_T20190907_000031_668520/game.tw-pddl:0,5,30,True,8
Adaptive v1,1,train:1:train/pick_clean_then_place_in_recep-Tomato-None-DiningTable-23/trial_T20190909_000922_271997/game.tw-pddl:0,0,train:1:train/pick_clean_then_place_in_recep-Tomato-None-DiningTable-23/trial_T20190909_000922_271997/game.tw-pddl:0,14,30,True,9
Adaptive v1,1,train:1:train/pick_cool_then_place_in_recep-Tomato-None-DiningTable-11/trial_T20190908_215900_237409/game.tw-pddl:0,0,train:1:train/pick_cool_then_place_in_recep-Tomato-None-DiningTable-11/trial_T20190908_215900_237409/game.tw-pddl:0,11,30,True,10
Adaptive v1,1,train:1:train/pick_heat_then_place_in_recep-Egg-None-CounterTop-12/trial_T20190908_215643_953236/game.tw-pddl:0,0,train:1:train/pick_heat_then_place_in_recep-Egg-None-CounterTop-12/trial_T20190908_215643_953236/game.tw-pddl:0,10,30,True,11
Adaptive v1,1,train:1:train/pick_heat_then_place_in_recep-Plate-None-Fridge-7/trial_T20190909_065023_650475/game.tw-pddl:0,0,train:1:train/pick_heat_then_place_in_recep-Plate-None-Fridge-7/trial_T20190909_065023_650475/game.tw-pddl:0,12,30,True,12
Adaptive v1,1,train:1:train/pick_two_obj_and_place-Book-None-Bed-328/trial_T20190907_060344_224282/game.tw-pddl:0,0,train:1:train/pick_two_obj_and_place-Book-None-Bed-328/trial_T20190907_060344_224282/game.tw-pddl:0,8,30,True,13
Adaptive v1,1,train:1:train/pick_two_obj_and_place-HandTowel-None-CounterTop-409/trial_T20190909_065422_153174/game.tw-pddl:0,0,train:1:train/pick_two_obj_and_place-HandTowel-None-CounterTop-409/trial_T20190909_065422_153174/game.tw-pddl:0,4,30,True,14
Adaptive v1,1,train:1:train/pick_two_obj_and_place-Kettle-None-DiningTable-18/trial_T20190906_233756_544999/game.tw-pddl:0,0,train:1:train/pick_two_obj_and_place-Kettle-None-DiningTable-18/trial_T20190906_233756_544999/game.tw-pddl:0,14,30,True,15
Adaptive v1,1,train:1:train/pick_two_obj_and_place-KeyChain-None-ArmChair-217/trial_T20190906_213211_993051/game.tw-pddl:0,0,train:1:train/pick_two_obj_and_place-KeyChain-None-ArmChair-217/trial_T20190906_213211_993051/game.tw-pddl:0,18,30,True,16
Adaptive v1,2,train:2:train/look_at_obj_in_light-CD-None-DeskLamp-307/trial_T20190906_200425_670027/game.tw-pddl:0,0,train:2:train/look_at_obj_in_light-CD-None-DeskLamp-307/trial_T20190906_200425_670027/game.tw-pddl:0,17,30,True,17
Adaptive v1,2,train:2:train/look_at_obj_in_light-CD-None-DeskLamp-323/trial_T20190908_051139_258301/game.tw-pddl:0,0,train:2:train/look_at_obj_in_light-CD-None-DeskLamp-323/trial_T20190908_051139_258301/game.tw-pddl:0,17,30,True,18
Adaptive v1,2,train:2:train/look_at_obj_in_light-CellPhone-None-DeskLamp-316/trial_T20190907_075452_465579/game.tw-pddl:0,0,train:2:train/look_at_obj_in_light-CellPhone-None-DeskLamp-316/trial_T20190907_075452_465579/game.tw-pddl:0,3,3,False,19
Adaptive v1,2,train:2:train/pick_and_place_simple-Box-None-ArmChair-212/trial_T20190908_032830_891800/game.tw-pddl:0,0,train:2:train/pick_and_place_simple-Box-None-ArmChair-212/trial_T20190908_032830_891800/game.tw-pddl:0,6,30,True,20
Adaptive v1,2,train:2:train/pick_and_place_simple-Pillow-None-Ottoman-208/trial_T20190906_172125_756234/game.tw-pddl:0,0,train:2:train/pick_and_place_simple-Pillow-None-Ottoman-208/trial_T20190906_172125_756234/game.tw-pddl:0,4,9,False,21
Adaptive v1,2,train:2:train/pick_and_place_simple-SoapBottle-None-GarbageCan-421/trial_T20190908_045256_126150/game.tw-pddl:0,0,train:2:train/pick_and_place_simple-SoapBottle-None-GarbageCan-421/trial_T20190908_045256_126150/game.tw-pddl:0,9,12,False,22
Adaptive v1,2,train:2:train/pick_and_place_simple-SoapBottle-None-Toilet-406/trial_T20190909_104206_052441/game.tw-pddl:0,0,train:2:train/pick_and_place_simple-SoapBottle-None-Toilet-406/trial_T20190909_104206_052441/game.tw-pddl:0,6,6,False,23
Adaptive v1,2,train:2:train/pick_and_place_simple-SprayBottle-None-Toilet-411/trial_T20190909_110934_367159/game.tw-pddl:0,0,train:2:train/pick_and_place_simple-SprayBottle-None-Toilet-411/trial_T20190909_110934_367159/game.tw-pddl:0,6,30,True,24
Adaptive v1,2,train:2:train/pick_clean_then_place_in_recep-Spoon-None-SideTable-21/trial_T20190908_232124_221443/game.tw-pddl:0,0,train:2:train/pick_clean_then_place_in_recep-Spoon-None-SideTable-21/trial_T20190908_232124_221443/game.tw-pddl:0,8,30,True,25
Adaptive v1,2,train:2:train/pick_cool_then_place_in_recep-Pan-None-CounterTop-7/trial_T20190909_072619_689367/game.tw-pddl:0,0,train:2:train/pick_cool_then_place_in_recep-Pan-None-CounterTop-7/trial_T20190909_072619_689367/game.tw-pddl:0,7,30,True,26
Adaptive v1,2,train:2:train/pick_cool_then_place_in_recep-Tomato-None-CounterTop-7/trial_T20190906_185127_887683/game.tw-pddl:0,0,train:2:train/pick_cool_then_place_in_recep-Tomato-None-CounterTop-7/trial_T20190906_185127_887683/game.tw-pddl:0,7,30,True,27
Adaptive v1,2,train:2:train/pick_heat_then_place_in_recep-Apple-None-Fridge-12/trial_T20190909_151749_236238/game.tw-pddl:0,0,train:2:train/pick_heat_then_place_in_recep-Apple-None-Fridge-12/trial_T20190909_151749_236238/game.tw-pddl:0,7,30,True,28
Adaptive v1,2,train:2:train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-2/trial_T20190909_101128_479012/game.tw-pddl:0,0,train:2:train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-2/trial_T20190909_101128_479012/game.tw-pddl:0,4,30,True,29
Adaptive v1,2,train:2:train/pick_heat_then_place_in_recep-Potato-None-Fridge-6/trial_T20190907_125528_464872/game.tw-pddl:0,0,train:2:train/pick_heat_then_place_in_recep-Potato-None-Fridge-6/trial_T20190907_125528_464872/game.tw-pddl:0,15,30,True,30
Adaptive v1,2,train:2:train/pick_two_obj_and_place-Candle-None-Toilet-417/trial_T20190907_182625_222433/game.tw-pddl:0,0,train:2:train/pick_two_obj_and_place-Candle-None-Toilet-417/trial_T20190907_182625_222433/game.tw-pddl:0,19,30,True,31
Adaptive v1,2,train:2:train/pick_two_obj_and_place-Cloth-None-Toilet-417/trial_T20190908_152140_753366/game.tw-pddl:0,0,train:2:train/pick_two_obj_and_place-Cloth-None-Toilet-417/trial_T20190908_152140_753366/game.tw-pddl:0,20,30,True,32
Adaptive v1,3,train:3:train/look_at_obj_in_light-AlarmClock-None-DeskLamp-318/trial_T20190906_180821_654558/game.tw-pddl:0,0,train:3:train/look_at_obj_in_light-AlarmClock-None-DeskLamp-318/trial_T20190906_180821_654558/game.tw-pddl:0,16,30,True,33
Adaptive v1,3,train:3:train/pick_and_place_simple-Kettle-None-Cabinet-18/trial_T20190909_013018_393040/game.tw-pddl:0,0,train:3:train/pick_and_place_simple-Kettle-None-Cabinet-18/trial_T20190909_013018_393040/game.tw-pddl:0,11,30,True,34
Adaptive v1,3,train:3:train/pick_and_place_simple-KeyChain-None-ArmChair-322/trial_T20190908_223409_609518/game.tw-pddl:0,0,train:3:train/pick_and_place_simple-KeyChain-None-ArmChair-322/trial_T20190908_223409_609518/game.tw-pddl:0,5,30,True,35
Adaptive v1,3,train:3:train/pick_and_place_simple-SoapBottle-None-Drawer-423/trial_T20190909_064832_959288/game.tw-pddl:0,0,train:3:train/pick_and_place_simple-SoapBottle-None-Drawer-423/trial_T20190909_064832_959288/game.tw-pddl:0,8,30,True,36
Adaptive v1,3,train:3:train/pick_clean_then_place_in_recep-Bowl-None-Fridge-6/trial_T20190911_205333_848673/game.tw-pddl:0,0,train:3:train/pick_clean_then_place_in_recep-Bowl-None-Fridge-6/trial_T20190911_205333_848673/game.tw-pddl:0,9,30,True,37
Adaptive v1,3,train:3:train/pick_clean_then_place_in_recep-Bowl-None-Microwave-23/trial_T20190908_101019_780853/game.tw-pddl:0,0,train:3:train/pick_clean_then_place_in_recep-Bowl-None-Microwave-23/trial_T20190908_101019_780853/game.tw-pddl:0,17,30,True,38
Adaptive v1,3,train:3:train/pick_clean_then_place_in_recep-Knife-None-Drawer-21/trial_T20190908_141841_920948/game.tw-pddl:0,0,train:3:train/pick_clean_then_place_in_recep-Knife-None-Drawer-21/trial_T20190908_141841_920948/game.tw-pddl:0,16,30,True,39
Adaptive v1,3,train:3:train/pick_clean_then_place_in_recep-Ladle-None-Cabinet-16/trial_T20190910_022155_266935/game.tw-pddl:0,0,train:3:train/pick_clean_then_place_in_recep-Ladle-None-Cabinet-16/trial_T20190910_022155_266935/game.tw-pddl:0,10,30,True,40
Adaptive v1,3,train:3:train/pick_clean_then_place_in_recep-Tomato-None-Fridge-18/trial_T20190909_045742_414595/game.tw-pddl:0,0,train:3:train/pick_clean_then_place_in_recep-Tomato-None-Fridge-18/trial_T20190909_045742_414595/game.tw-pddl:0,8,30,True,41
Adaptive v1,3,train:3:train/pick_cool_then_place_in_recep-Bowl-None-Shelf-7/trial_T20190906_185932_528745/game.tw-pddl:0,0,train:3:train/pick_cool_then_place_in_recep-Bowl-None-Shelf-7/trial_T20190906_185932_528745/game.tw-pddl:0,15,30,True,42
Adaptive v1,3,train:3:train/pick_heat_then_place_in_recep-Cup-None-SideTable-28/trial_T20190907_165415_245751/game.tw-pddl:0,0,train:3:train/pick_heat_then_place_in_recep-Cup-None-SideTable-28/trial_T20190907_165415_245751/game.tw-pddl:0,15,30,True,43
Adaptive v1,3,train:3:train/pick_two_obj_and_place-Candle-None-Drawer-411/trial_T20190909_055913_544549/game.tw-pddl:0,0,train:3:train/pick_two_obj_and_place-Candle-None-Drawer-411/trial_T20190909_055913_544549/game.tw-pddl:0,20,30,True,44
Adaptive v1,3,train:3:train/pick_two_obj_and_place-Newspaper-None-ArmChair-222/trial_T20190907_044124_447733/game.tw-pddl:0,0,train:3:train/pick_two_obj_and_place-Newspaper-None-ArmChair-222/trial_T20190907_044124_447733/game.tw-pddl:0,20,30,True,45
Adaptive v1,3,train:3:train/pick_two_obj_and_place-Newspaper-None-Sofa-212/trial_T20190908_112632_208041/game.tw-pddl:0,0,train:3:train/pick_two_obj_and_place-Newspaper-None-Sofa-212/trial_T20190908_112632_208041/game.tw-pddl:0,19,30,True,46
Adaptive v1,3,train:3:train/pick_two_obj_and_place-SaltShaker-None-Drawer-5/trial_T20190907_151211_150451/game.tw-pddl:0,0,train:3:train/pick_two_obj_and_place-SaltShaker-None-Drawer-5/trial_T20190907_151211_150451/game.tw-pddl:0,10,30,True,47
Adaptive v1,3,train:3:train/pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055504_993999/game.tw-pddl:0,0,train:3:train/pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055504_993999/game.tw-pddl:0,6,30,True,48
Adaptive v1,4,train:4:train/look_at_obj_in_light-Newspaper-None-DeskLamp-216/trial_T20190908_143004_004127/game.tw-pddl:0,0,train:4:train/look_at_obj_in_light-Newspaper-None-DeskLamp-216/trial_T20190908_143004_004127/game.tw-pddl:0,19,30,True,49
Adaptive v1,4,train:4:train/pick_and_place_simple-Bowl-None-Fridge-6/trial_T20190906_230933_751794/game.tw-pddl:0,0,train:4:train/pick_and_place_simple-Bowl-None-Fridge-6/trial_T20190906_230933_751794/game.tw-pddl:0,14,30,True,50
Adaptive v1,4,train:4:train/pick_and_place_simple-Box-None-Sofa-205/trial_T20190907_214830_497445/game.tw-pddl:0,0,train:4:train/pick_and_place_simple-Box-None-Sofa-205/trial_T20190907_214830_497445/game.tw-pddl:0,7,30,True,51
Adaptive v1,4,train:4:train/pick_and_place_simple-CD-None-Safe-317/trial_T20190906_180452_867280/game.tw-pddl:0,0,train:4:train/pick_and_place_simple-CD-None-Safe-317/trial_T20190906_180452_867280/game.tw-pddl:0,12,30,True,52
Adaptive v1,4,train:4:train/pick_and_place_simple-CellPhone-None-Desk-327/trial_T20190907_162342_304038/game.tw-pddl:0,0,train:4:train/pick_and_place_simple-CellPhone-None-Desk-327/trial_T20190907_162342_304038/game.tw-pddl:0,20,30,True,53
Adaptive v1,4,train:4:train/pick_and_place_simple-Watch-None-CoffeeTable-207/trial_T20190907_152215_435376/game.tw-pddl:0,0,train:4:train/pick_and_place_simple-Watch-None-CoffeeTable-207/trial_T20190907_152215_435376/game.tw-pddl:0,21,30,True,54
Adaptive v1,4,train:4:train/pick_clean_then_place_in_recep-Ladle-None-CounterTop-20/trial_T20190907_130836_804995/game.tw-pddl:0,0,train:4:train/pick_clean_then_place_in_recep-Ladle-None-CounterTop-20/trial_T20190907_130836_804995/game.tw-pddl:0,17,30,True,55
Adaptive v1,4,train:4:train/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-14/trial_T20190906_213559_289639/game.tw-pddl:0,0,train:4:train/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-14/trial_T20190906_213559_289639/game.tw-pddl:0,14,30,True,56
Adaptive v1,4,train:4:train/pick_clean_then_place_in_recep-Pot-None-StoveBurner-1/trial_T20190908_134336_754601/game.tw-pddl:0,0,train:4:train/pick_clean_then_place_in_recep-Pot-None-StoveBurner-1/trial_T20190908_134336_754601/game.tw-pddl:0,16,30,True,57
Adaptive v1,4,train:4:train/pick_clean_then_place_in_recep-Pot-None-StoveBurner-4/trial_T20190907_151406_550745/game.tw-pddl:0,0,train:4:train/pick_clean_then_place_in_recep-Pot-None-StoveBurner-4/trial_T20190907_151406_550745/game.tw-pddl:0,9,30,True,58
Adaptive v1,4,train:4:train/pick_cool_then_place_in_recep-Cup-None-Cabinet-12/trial_T20190909_102554_108303/game.tw-pddl:0,0,train:4:train/pick_cool_then_place_in_recep-Cup-None-Cabinet-12/trial_T20190909_102554_108303/game.tw-pddl:0,8,30,True,59
Adaptive v1,4,train:4:train/pick_cool_then_place_in_recep-Potato-None-DiningTable-27/trial_T20190908_204107_992431/game.tw-pddl:0,0,train:4:train/pick_cool_then_place_in_recep-Potato-None-DiningTable-27/trial_T20190908_204107_992431/game.tw-pddl:0,7,30,True,60
Adaptive v1,4,train:4:train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-5/trial_T20190906_190603_375591/game.tw-pddl:0,0,train:4:train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-5/trial_T20190906_190603_375591/game.tw-pddl:0,5,30,True,61
Adaptive v1,4,train:4:train/pick_two_obj_and_place-Cup-None-Cabinet-2/trial_T20190908_031003_719573/game.tw-pddl:0,0,train:4:train/pick_two_obj_and_place-Cup-None-Cabinet-2/trial_T20190908_031003_719573/game.tw-pddl:0,15,30,True,62
Adaptive v1,4,train:4:train/pick_two_obj_and_place-SaltShaker-None-SideTable-21/trial_T20190909_041626_844806/game.tw-pddl:0,0,train:4:train/pick_two_obj_and_place-SaltShaker-None-SideTable-21/trial_T20190909_041626_844806/game.tw-pddl:0,17,30,True,63
Adaptive v1,4,train:4:train/pick_two_obj_and_place-ToiletPaper-None-Cabinet-402/trial_T20190908_144830_163459/game.tw-pddl:0,0,train:4:train/pick_two_obj_and_place-ToiletPaper-None-Cabinet-402/trial_T20190908_144830_163459/game.tw-pddl:0,6,30,True,64
Adaptive v1,5,train:5:train/look_at_obj_in_light-Pen-None-DeskLamp-305/trial_T20190907_115849_734053/game.tw-pddl:0,0,train:5:train/look_at_obj_in_light-Pen-None-DeskLamp-305/trial_T20190907_115849_734053/game.tw-pddl:0,20,30,True,65
Adaptive v1,5,train:5:train/look_at_obj_in_light-Statue-None-DeskLamp-304/trial_T20190909_035310_552898/game.tw-pddl:0,0,train:5:train/look_at_obj_in_light-Statue-None-DeskLamp-304/trial_T20190909_035310_552898/game.tw-pddl:0,4,30,True,66
Adaptive v1,5,train:5:train/pick_and_place_simple-AlarmClock-None-Dresser-319/trial_T20190908_002747_623437/game.tw-pddl:0,0,train:5:train/pick_and_place_simple-AlarmClock-None-Dresser-319/trial_T20190908_002747_623437/game.tw-pddl:0,5,30,True,67
Adaptive v1,5,train:5:train/pick_and_place_simple-Pencil-None-SideTable-322/trial_T20190908_112624_358795/game.tw-pddl:0,0,train:5:train/pick_and_place_simple-Pencil-None-SideTable-322/trial_T20190908_112624_358795/game.tw-pddl:0,4,30,True,68
Adaptive v1,5,train:5:train/pick_and_place_simple-SprayBottle-None-GarbageCan-409/trial_T20190908_054803_198732/game.tw-pddl:0,0,train:5:train/pick_and_place_simple-SprayBottle-None-GarbageCan-409/trial_T20190908_054803_198732/game.tw-pddl:0,18,30,True,69
Adaptive v1,5,train:5:train/pick_clean_then_place_in_recep-Cloth-None-CounterTop-409/trial_T20190908_150707_250921/game.tw-pddl:0,0,train:5:train/pick_clean_then_place_in_recep-Cloth-None-CounterTop-409/trial_T20190908_150707_250921/game.tw-pddl:0,21,30,True,70
Adaptive v1,5,train:5:train/pick_clean_then_place_in_recep-Cloth-None-Drawer-427/trial_T20190909_070356_398456/game.tw-pddl:0,0,train:5:train/pick_clean_then_place_in_recep-Cloth-None-Drawer-427/trial_T20190909_070356_398456/game.tw-pddl:0,10,30,True,71
Adaptive v1,5,train:5:train/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-24/trial_T20190906_185323_832715/game.tw-pddl:0,0,train:5:train/pick_clean_then_place_in_recep-Mug-None-CoffeeMachine-24/trial_T20190906_185323_832715/game.tw-pddl:0,4,30,True,72
Adaptive v1,5,train:5:train/pick_cool_then_place_in_recep-Tomato-None-Microwave-6/trial_T20190908_082241_050373/game.tw-pddl:0,0,train:5:train/pick_cool_then_place_in_recep-Tomato-None-Microwave-6/trial_T20190908_082241_050373/game.tw-pddl:0,4,30,True,73
Adaptive v1,5,train:5:train/pick_heat_then_place_in_recep-Cup-None-Cabinet-28/trial_T20190909_052944_317093/game.tw-pddl:0,0,train:5:train/pick_heat_then_place_in_recep-Cup-None-Cabinet-28/trial_T20190909_052944_317093/game.tw-pddl:0,16,30,True,74
