method,source_kind,unit_id,chronological_rank,imposed_horizon
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:19:train/pick_two_obj_and_place-TissueBox-None-CoffeeTable-220/trial_T20190909_145706_997120/game.tw-pddl:0,304,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/pick_two_obj_and_place-ToiletPaper-None-Drawer-416/trial_T20190908_013040_862247/game.tw-pddl:0,305,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/pick_and_place_simple-Bread-None-Microwave-15/trial_T20190907_041007_141387/game.tw-pddl:0,306,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/pick_cool_then_place_in_recep-Bowl-None-Shelf-5/trial_T20190908_091641_481598/game.tw-pddl:0,307,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-5/trial_T20190908_144144_976529/game.tw-pddl:0,308,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/pick_clean_then_place_in_recep-Knife-None-SideTable-3/trial_T20190906_210539_903984/game.tw-pddl:0,309,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/pick_heat_then_place_in_recep-Potato-None-Fridge-12/trial_T20190910_094552_154582/game.tw-pddl:0,310,9
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429/trial_T20190909_015333_203352/game.tw-pddl:0,311,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/look_at_obj_in_light-Pencil-None-DeskLamp-320/trial_T20190908_143748_669974/game.tw-pddl:0,312,7
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/pick_and_place_simple-CreditCard-None-Shelf-316/trial_T20190909_092853_746076/game.tw-pddl:0,313,5
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/pick_two_obj_and_place-CreditCard-None-Sofa-207/trial_T20190909_090035_107554/game.tw-pddl:0,314,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/pick_and_place_simple-Candle-None-Cart-401/trial_T20190909_081855_856149/game.tw-pddl:0,315,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/pick_and_place_simple-ToiletPaper-None-Toilet-429/trial_T20190907_215111_218053/game.tw-pddl:0,316,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190558_647867/game.tw-pddl:0,317,7
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/pick_two_obj_and_place-AlarmClock-None-Shelf-316/trial_T20190909_010454_432892/game.tw-pddl:0,318,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/pick_two_obj_and_place-RemoteControl-None-CoffeeTable-207/trial_T20190908_122319_820046/game.tw-pddl:0,319,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:20:train/pick_and_place_simple-Pencil-None-SideTable-309/trial_T20190909_040329_875526/game.tw-pddl:0,320,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/pick_and_place_simple-Pen-None-Drawer-305/trial_T20190907_224053_726820/game.tw-pddl:0,321,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/pick_and_place_simple-Statue-None-CoffeeTable-201/trial_T20190908_124645_879712/game.tw-pddl:0,322,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/pick_and_place_simple-Bread-None-Microwave-15/trial_T20190907_040932_836330/game.tw-pddl:0,323,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/look_at_obj_in_light-Book-None-DeskLamp-317/trial_T20190907_162837_975033/game.tw-pddl:0,324,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/pick_and_place_simple-AlarmClock-None-Desk-307/trial_T20190907_072303_146844/game.tw-pddl:0,325,11
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/pick_two_obj_and_place-RemoteControl-None-Sofa-206/trial_T20190909_094938_751823/game.tw-pddl:0,326,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/pick_two_obj_and_place-Watch-None-Dresser-301/trial_T20190906_180223_908386/game.tw-pddl:0,327,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/pick_cool_then_place_in_recep-Tomato-None-Microwave-2/trial_T20190908_005830_510030/game.tw-pddl:0,328,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/pick_cool_then_place_in_recep-Cup-None-DiningTable-24/trial_T20190909_020256_557442/game.tw-pddl:0,329,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-25/trial_T20190909_202448_195490/game.tw-pddl:0,330,19
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/pick_cool_then_place_in_recep-Bowl-None-CounterTop-17/trial_T20190909_093317_260394/game.tw-pddl:0,331,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/pick_cool_then_place_in_recep-Potato-None-Microwave-15/trial_T20190908_154506_193275/game.tw-pddl:0,332,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/pick_and_place_simple-Box-None-ArmChair-212/trial_T20190908_032818_426471/game.tw-pddl:0,333,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/look_at_obj_in_light-Pencil-None-DeskLamp-303/trial_T20190909_064559_200594/game.tw-pddl:0,334,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-401/trial_T20190908_215242_151083/game.tw-pddl:0,335,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:21:train/pick_two_obj_and_place-Laptop-None-Ottoman-203/trial_T20190907_034519_385647/game.tw-pddl:0,336,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/pick_and_place_simple-Watch-None-CoffeeTable-222/trial_T20190908_032356_906995/game.tw-pddl:0,337,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/look_at_obj_in_light-Pillow-None-DeskLamp-303/trial_T20190907_034855_345410/game.tw-pddl:0,338,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/pick_clean_then_place_in_recep-ButterKnife-None-Drawer-30/trial_T20190908_051931_072703/game.tw-pddl:0,339,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/pick_clean_then_place_in_recep-Pot-None-StoveBurner-26/trial_T20190907_210547_711059/game.tw-pddl:0,340,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/pick_and_place_simple-KeyChain-None-Safe-323/trial_T20190918_181136_220658/game.tw-pddl:0,341,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/pick_cool_then_place_in_recep-Lettuce-None-GarbageCan-16/trial_T20190909_014736_101510/game.tw-pddl:0,342,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/pick_two_obj_and_place-Candle-None-Cabinet-428/trial_T20190909_053819_460818/game.tw-pddl:0,343,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/pick_and_place_simple-SoapBottle-None-CounterTop-417/trial_T20190908_135156_352630/game.tw-pddl:0,344,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/pick_clean_then_place_in_recep-Tomato-None-Fridge-18/trial_T20190909_045817_847048/game.tw-pddl:0,345,6
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/pick_cool_then_place_in_recep-Bread-None-DiningTable-11/trial_T20190908_005202_990135/game.tw-pddl:0,346,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/pick_and_place_simple-KeyChain-None-SideTable-322/trial_T20190909_091715_713301/game.tw-pddl:0,347,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/pick_cool_then_place_in_recep-Mug-None-Cabinet-6/trial_T20190908_224333_300425/game.tw-pddl:0,348,17
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/look_at_obj_in_light-AlarmClock-None-DeskLamp-303/trial_T20190908_145005_617119/game.tw-pddl:0,349,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/pick_clean_then_place_in_recep-SoapBar-None-Toilet-428/trial_T20190907_041404_517664/game.tw-pddl:0,350,19
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-420/trial_T20190906_201023_015139/game.tw-pddl:0,351,21
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:22:train/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-428/trial_T20190908_154959_290951/game.tw-pddl:0,352,15
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/pick_and_place_simple-Pencil-None-GarbageCan-316/trial_T20190907_165803_704024/game.tw-pddl:0,353,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/pick_clean_then_place_in_recep-Egg-None-Microwave-30/trial_T20190909_124957_148528/game.tw-pddl:0,354,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/pick_cool_then_place_in_recep-WineBottle-None-DiningTable-17/trial_T20190908_003247_118049/game.tw-pddl:0,355,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/pick_and_place_simple-HandTowel-None-Toilet-428/trial_T20190908_064252_498410/game.tw-pddl:0,356,5
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/pick_two_obj_and_place-Cup-None-Microwave-22/trial_T20190907_205322_779427/game.tw-pddl:0,357,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/pick_heat_then_place_in_recep-Tomato-None-Fridge-18/trial_T20190907_192826_972343/game.tw-pddl:0,358,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/pick_two_obj_and_place-KeyChain-None-SideTable-326/trial_T20190908_161125_750427/game.tw-pddl:0,359,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/pick_two_obj_and_place-Glassbottle-None-Shelf-1/trial_T20190907_122241_270554/game.tw-pddl:0,360,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/pick_heat_then_place_in_recep-Cup-None-Cabinet-30/trial_T20190906_200421_362725/game.tw-pddl:0,361,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-1/trial_T20190907_100841_356010/game.tw-pddl:0,362,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/pick_two_obj_and_place-CreditCard-None-ArmChair-217/trial_T20190909_114045_918354/game.tw-pddl:0,363,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/pick_clean_then_place_in_recep-Cloth-None-Toilet-411/trial_T20190908_011709_090359/game.tw-pddl:0,364,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/look_at_obj_in_light-Pillow-None-DeskLamp-307/trial_T20190908_190608_801964/game.tw-pddl:0,365,6
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/pick_cool_then_place_in_recep-Potato-None-Microwave-20/trial_T20190909_035658_081195/game.tw-pddl:0,366,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/look_at_obj_in_light-Pillow-None-DeskLamp-302/trial_T20190909_150941_601258/game.tw-pddl:0,367,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:23:train/pick_and_place_simple-SoapBottle-None-GarbageCan-417/trial_T20190909_120121_758074/game.tw-pddl:0,368,9
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/pick_two_obj_and_place-Book-None-Bed-314/trial_T20190909_103936_240465/game.tw-pddl:0,369,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/pick_cool_then_place_in_recep-Pot-None-StoveBurner-25/trial_T20190906_234716_068806/game.tw-pddl:0,370,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/pick_and_place_simple-Kettle-None-StoveBurner-2/trial_T20190918_152051_373060/game.tw-pddl:0,371,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/look_at_obj_in_light-Statue-None-DeskLamp-216/trial_T20190909_193015_464612/game.tw-pddl:0,372,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/pick_and_place_simple-Pen-None-SideTable-309/trial_T20190907_051937_063581/game.tw-pddl:0,373,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/pick_heat_then_place_in_recep-Egg-None-Fridge-13/trial_T20190907_151735_763792/game.tw-pddl:0,374,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/look_at_obj_in_light-Pencil-None-DeskLamp-302/trial_T20190909_231416_306847/game.tw-pddl:0,375,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/pick_cool_then_place_in_recep-Lettuce-None-CounterTop-22/trial_T20190919_002053_011262/game.tw-pddl:0,376,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/pick_and_place_simple-AlarmClock-None-Shelf-320/trial_T20190907_121158_600571/game.tw-pddl:0,377,15
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/look_at_obj_in_light-Pillow-None-DeskLamp-218/trial_T20190909_043156_302104/game.tw-pddl:0,378,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/pick_cool_then_place_in_recep-Pan-None-DiningTable-23/trial_T20190909_005801_641557/game.tw-pddl:0,379,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/look_at_obj_in_light-Statue-None-DeskLamp-218/trial_T20190909_085308_837993/game.tw-pddl:0,380,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/look_at_obj_in_light-Pillow-None-DeskLamp-218/trial_T20190909_043253_098401/game.tw-pddl:0,381,6
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/pick_cool_then_place_in_recep-Pan-None-Cabinet-18/trial_T20190907_222321_075263/game.tw-pddl:0,382,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/pick_heat_then_place_in_recep-Cup-None-DiningTable-23/trial_T20190908_134629_027970/game.tw-pddl:0,383,9
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:24:train/pick_and_place_simple-SprayBottle-None-Toilet-422/trial_T20190909_124852_071149/game.tw-pddl:0,384,13
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/pick_and_place_simple-Tomato-None-Microwave-6/trial_T20190907_235748_819807/game.tw-pddl:0,385,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-2/trial_T20190907_070755_073684/game.tw-pddl:0,386,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/pick_and_place_simple-Book-None-ArmChair-229/trial_T20190906_203105_670913/game.tw-pddl:0,387,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/pick_and_place_simple-CellPhone-None-ArmChair-321/trial_T20190906_200510_921496/game.tw-pddl:0,388,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/pick_heat_then_place_in_recep-Bread-None-CounterTop-15/trial_T20190907_000245_890595/game.tw-pddl:0,389,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/pick_heat_then_place_in_recep-Tomato-None-CounterTop-26/trial_T20190907_005422_388983/game.tw-pddl:0,390,9
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/pick_clean_then_place_in_recep-Spoon-None-SideTable-21/trial_T20190908_232031_145597/game.tw-pddl:0,391,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/look_at_obj_in_light-Laptop-None-DeskLamp-319/trial_T20190908_182531_510491/game.tw-pddl:0,392,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/pick_clean_then_place_in_recep-Fork-None-DiningTable-24/trial_T20190911_095727_416274/game.tw-pddl:0,393,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/pick_cool_then_place_in_recep-Pot-None-CounterTop-17/trial_T20190909_013407_550007/game.tw-pddl:0,394,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/pick_heat_then_place_in_recep-Cup-None-Cabinet-30/trial_T20190906_200308_075401/game.tw-pddl:0,395,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/pick_clean_then_place_in_recep-SoapBar-None-Shelf-429/trial_T20190909_100836_067219/game.tw-pddl:0,396,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/pick_and_place_simple-ToiletPaper-None-Drawer-410/trial_T20190908_162056_552400/game.tw-pddl:0,397,10
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/pick_two_obj_and_place-SprayBottle-None-GarbageCan-416/trial_T20190909_001550_668945/game.tw-pddl:0,398,18
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/pick_heat_then_place_in_recep-Egg-None-DiningTable-4/trial_T20190908_080031_421421/game.tw-pddl:0,399,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:25:train/pick_heat_then_place_in_recep-Apple-None-GarbageCan-12/trial_T20190907_220233_281670/game.tw-pddl:0,400,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/pick_and_place_simple-CellPhone-None-SideTable-317/trial_T20190909_234733_582011/game.tw-pddl:0,401,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/pick_and_place_simple-Statue-None-CoffeeTable-228/trial_T20190906_185451_580211/game.tw-pddl:0,402,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/pick_and_place_simple-Watch-None-CoffeeTable-222/trial_T20190908_032408_369750/game.tw-pddl:0,403,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/look_at_obj_in_light-TissueBox-None-DeskLamp-328/trial_T20190908_045203_114143/game.tw-pddl:0,404,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/pick_clean_then_place_in_recep-Cup-None-Microwave-14/trial_T20190907_120757_250658/game.tw-pddl:0,405,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/pick_clean_then_place_in_recep-SoapBar-None-CounterTop-428/trial_T20190908_185113_334261/game.tw-pddl:0,406,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/pick_cool_then_place_in_recep-Bread-None-DiningTable-26/trial_T20190906_183934_151879/game.tw-pddl:0,407,11
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/pick_two_obj_and_place-Pen-None-Dresser-327/trial_T20190907_212826_574375/game.tw-pddl:0,408,24
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/look_at_obj_in_light-AlarmClock-None-DeskLamp-327/trial_T20190909_102016_233685/game.tw-pddl:0,409,23
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/pick_two_obj_and_place-AlarmClock-None-Desk-307/trial_T20190907_013652_494441/game.tw-pddl:0,410,15
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/pick_clean_then_place_in_recep-Egg-None-SideTable-21/trial_T20190908_033931_237625/game.tw-pddl:0,411,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/pick_and_place_simple-RemoteControl-None-ArmChair-227/trial_T20190909_101507_801236/game.tw-pddl:0,412,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/pick_two_obj_and_place-Cloth-None-Toilet-417/trial_T20190908_152417_880895/game.tw-pddl:0,413,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/pick_two_obj_and_place-SaltShaker-None-Shelf-20/trial_T20190906_200701_399969/game.tw-pddl:0,414,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/pick_two_obj_and_place-Laptop-None-Desk-307/trial_T20190909_005113_233838/game.tw-pddl:0,415,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:26:train/pick_heat_then_place_in_recep-Potato-None-DiningTable-7/trial_T20190907_030735_362750/game.tw-pddl:0,416,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/pick_and_place_simple-TissueBox-None-SideTable-229/trial_T20190908_114112_465371/game.tw-pddl:0,417,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/pick_and_place_simple-SoapBottle-None-Cart-430/trial_T20190909_100630_359013/game.tw-pddl:0,418,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/pick_heat_then_place_in_recep-Apple-None-Fridge-22/trial_T20190908_210321_417277/game.tw-pddl:0,419,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/pick_clean_then_place_in_recep-ButterKnife-None-Drawer-2/trial_T20190908_044338_247760/game.tw-pddl:0,420,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/pick_and_place_simple-ButterKnife-None-SideTable-28/trial_T20190908_133100_085069/game.tw-pddl:0,421,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/pick_and_place_simple-KeyChain-None-ArmChair-213/trial_T20190907_001843_465170/game.tw-pddl:0,422,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/look_at_obj_in_light-Vase-None-DeskLamp-303/trial_T20190907_150403_049073/game.tw-pddl:0,423,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/pick_two_obj_and_place-PepperShaker-None-DiningTable-19/trial_T20190906_191855_392122/game.tw-pddl:0,424,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/pick_cool_then_place_in_recep-Bread-None-DiningTable-7/trial_T20190908_003406_355799/game.tw-pddl:0,425,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/pick_cool_then_place_in_recep-Potato-None-GarbageCan-17/trial_T20190908_204236_762891/game.tw-pddl:0,426,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/look_at_obj_in_light-Statue-None-DeskLamp-218/trial_T20190909_085327_810149/game.tw-pddl:0,427,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/pick_cool_then_place_in_recep-Pan-None-DiningTable-11/trial_T20190908_204315_625279/game.tw-pddl:0,428,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/pick_and_place_simple-Cloth-None-Cart-401/trial_T20190909_054535_981513/game.tw-pddl:0,429,15
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/pick_clean_then_place_in_recep-Lettuce-None-CounterTop-13/trial_T20190909_035028_322877/game.tw-pddl:0,430,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/pick_clean_then_place_in_recep-Pan-None-StoveBurner-2/trial_T20190909_052052_434558/game.tw-pddl:0,431,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:27:train/pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-23/trial_T20190906_194152_150964/game.tw-pddl:0,432,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/pick_and_place_simple-Candle-None-Toilet-409/trial_T20190908_142223_955072/game.tw-pddl:0,433,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/pick_and_place_simple-CreditCard-None-ArmChair-201/trial_T20190908_124413_314288/game.tw-pddl:0,434,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/look_at_obj_in_light-AlarmClock-None-DeskLamp-323/trial_T20190909_044801_050688/game.tw-pddl:0,435,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/pick_heat_then_place_in_recep-Tomato-None-Fridge-23/trial_T20190909_082445_647065/game.tw-pddl:0,436,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/pick_heat_then_place_in_recep-Tomato-None-SideTable-28/trial_T20190908_031531_364896/game.tw-pddl:0,437,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/pick_two_obj_and_place-ToiletPaper-None-Drawer-423/trial_T20190907_111226_698552/game.tw-pddl:0,438,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/pick_heat_then_place_in_recep-Mug-None-Cabinet-25/trial_T20190909_095542_548585/game.tw-pddl:0,439,11
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/pick_two_obj_and_place-CellPhone-None-Bed-309/trial_T20190908_112341_368964/game.tw-pddl:0,440,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-6/trial_T20190909_132625_893504/game.tw-pddl:0,441,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/pick_clean_then_place_in_recep-Cup-None-SideTable-3/trial_T20190907_120802_836392/game.tw-pddl:0,442,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/pick_cool_then_place_in_recep-Potato-None-Microwave-5/trial_T20190909_102625_235688/game.tw-pddl:0,443,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/pick_cool_then_place_in_recep-Pot-None-StoveBurner-1/trial_T20190907_073813_662026/game.tw-pddl:0,444,14
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/pick_two_obj_and_place-SaltShaker-None-Drawer-5/trial_T20190907_151045_928468/game.tw-pddl:0,445,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/pick_clean_then_place_in_recep-Cup-None-Microwave-1/trial_T20190909_150920_919213/game.tw-pddl:0,446,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/pick_cool_then_place_in_recep-WineBottle-None-CounterTop-17/trial_T20190907_002730_199024/game.tw-pddl:0,447,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:28:train/pick_and_place_simple-CD-None-Shelf-310/trial_T20190908_125951_058277/game.tw-pddl:0,448,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:29:train/pick_and_place_simple-SoapBar-None-Drawer-409/trial_T20190909_100430_737876/game.tw-pddl:0,449,30
Adaptive v1 (tau=0.175),recorded_frontier_or_full_horizon,train:29:train/pick_and_place_simple-RemoteControl-None-ArmChair-223/trial_T20190908_163710_603458/game.tw-pddl:0,450,30
